0.10077194	0.046685677	0.10001295	0.035540044	-0.02696607	0.004302649	0.13295095	0.029889876	-0.06329192	0.014465423	0.121459164	-0.02266638	0.08407621	-0.04978134	-0.012625992	-0.12841374
0.013655239	0.051880416	0.08316883	-0.025373193	-0.018586427	-0.023634857	0.17354195	0.110238	-0.01809338	0.08602666	0.13718896	-0.08903807	0.12277987	-0.0060527464	0.04092886	-0.1262566
-0.007588105	0.09353792	0.04198239	-0.010745823	0.07466467	-0.11814079	0.24524634	0.114382215	-0.12852353	0.123014726	0.2634013	-0.13249797	0.15628588	-0.07167333	0.12678525	-0.1224892
0.24889399	-0.33199114	0.15850766	-0.3257348	-0.23452672	0.35547134	-0.20050032	-0.36464882	0.2646178	-0.35316965	-0.4949086	0.44022632	-0.4807195	0.25934803	-0.37139046	0.2550394
0.06623409	-0.007471919	0.1008441	-0.13234127	-0.026111018	0.09912576	0.04796783	-0.056864034	-0.004615202	-0.009212172	-0.004452423	0.047268935	-0.020558571	0.015296866	-0.023830872	-0.0011940954
0.00069843075	0.03524451	0.0069924984	-0.060483262	-0.037473492	-0.01817634	0.019454181	0.039721787	0.027581872	0.0071167164	0.029409355	-0.021464461	-0.020972826	-0.008485797	0.011987393	0.003105757
0.32253864	-0.35558173	0.24140565	-0.09839763	-0.28300244	0.3224646	-0.30295607	-0.3123617	0.27575415	-0.33017543	-0.43415597	0.4327935	-0.41819862	0.25964883	-0.35162362	0.043034915
0.006134528	0.044309422	0.053434517	-0.024877654	0.012741545	-0.04157967	0.03546184	0.011022275	0.01312078	0.00087957334	0.016120855	-0.024427954	0.06207346	-0.04017195	0.042228945	0.015396031
0.18237953	-0.29211435	0.15406196	-0.1212945	-0.23757201	0.27874655	-0.22897561	-0.3101867	0.25539544	-0.2916199	-0.3499108	0.33335033	-0.39575294	0.18992236	-0.2859015	0.15433046
0.0040542367	-0.010878695	0.043452382	0.027654659	-0.038656488	-0.0018628102	0.041176714	-0.0118224695	0.02537073	-0.021416157	0.061071966	0.017558241	0.008959108	-0.035841193	0.01521403	-0.023062771
0.20267235	-0.31361356	0.18703124	-0.10361573	-0.3148802	0.3464188	-0.28829548	-0.34628627	0.24260034	-0.3505625	-0.3407668	0.4106016	-0.43887618	0.28820133	-0.30596256	0.05726025
-0.08505797	0.09914748	-0.029006205	-0.020615906	0.035115346	-0.08523983	0.13011774	0.079613075	-0.10136903	0.06979785	0.09995145	-0.12364855	0.064954884	-0.06016697	0.02474323	-0.08335349
0.07651943	-0.21638264	0.043750945	0.017045792	-0.107992485	0.24899474	-0.21116754	-0.16117772	0.12247871	-0.22745915	-0.26762676	0.22686778	-0.20768371	0.1621662	-0.16991898	0.10828862
-0.13561459	0.27618718	-0.06788954	-0.08921055	0.12759742	-0.1986291	0.3180075	0.2566901	-0.21833242	0.2815715	0.39639723	-0.31717145	0.35908803	-0.21923412	0.25417393	-0.20711604
-0.010294894	-0.012248303	-0.019250294	-0.09212168	0.036934797	-0.046620328	0.015618755	0.014488923	0.008921601	-0.013069428	0.043447755	-0.042323105	-0.0032437884	-0.014653144	-0.03993912	0.017652981
0.06999922	0.01594407	0.06378964	-0.075486384	0.003815438	0.08020236	0.03485719	-0.0009485035	0.07295397	-0.014251932	0.040085964	0.008882811	-0.03200281	0.032535844	-0.06256437	-0.071501724
-0.0595009	0.08823129	-0.04179233	-0.07475401	0.05009835	-0.081862636	0.07277389	0.031694815	-0.08643368	0.0774735	0.07888396	-0.023776382	0.044578858	-0.033503234	0.088539116	0.06600641
