-0.0072050234	-0.009615385	0.011322724	-0.03208072	-0.00936364	0.01604393	0.057118315	-0.019926678	-0.07023273	-0.018618135	0.020259697	0.010896521	0.013898138	0.058360245	-0.026999207	-0.028936142	-0.047084928	0.115265876	-0.034725823	0.0148940375	0.021049397	-0.019838117	0.010576778	0.17318012	0.053149384	-0.010412527	0.026216734	-0.07462236	0.08302717	0.02899117	-0.019731829	0.056533586
-0.03840433	-0.071807966	0.0009319993	0.050200313	-0.07542514	-0.023683842	0.030337531	-0.023555757	-0.04192576	-0.044497572	0.089356676	0.01284557	-0.056347802	0.03354125	0.0018887151	-0.0648271	-0.051857416	0.022493595	0.05849396	0.02399714	0.10126321	-0.025228579	0.0109319	0.06534861	0.020520272	-0.04261826	0.011202689	-0.13779178	0.026209097	0.005057383	0.0077788383	0.023772614
0.047688622	-0.03896313	0.046129756	0.0799826	-0.059549917	-0.01712553	0.10860955	0.08503431	0.012425785	-0.055583086	0.13725597	-0.01722934	0.04611786	0.019287828	0.039174907	-0.020514214	-0.066104166	0.09370532	0.043065887	0.08598222	0.084690616	0.041016817	-0.061631765	-0.028458936	0.0481807	-0.048834294	-0.012431111	-0.06327887	0.045061164	0.027943516	0.0366363	-0.02749626
0.012627518	0.046780497	-0.017950406	0.03254592	0.034868576	-0.006308048	-0.0076240245	0.023216842	-0.016630607	-0.06750459	0.07097441	0.06422894	0.043432232	0.057272214	0.023749396	-0.093055636	-0.039894313	0.043860495	0.08473737	0.11165037	0.053355496	-0.052622028	0.02521006	0.0622167	0.024630034	0.00018430821	-0.029916907	-0.118091844	0.013823564	0.0061821765	0.020921	0.010462668
0.032467447	0.025710104	-0.017294936	0.00021226186	-0.06700852	0.016748011	0.018713437	0.0068643554	0.019713553	0.00012798596	0.05774668	0.08747493	0.050158363	0.07482037	0.025981762	-0.014162363	-0.07326456	0.08419183	0.0278804	0.103522405	0.06260107	-0.062050957	-0.025483266	0.09108005	-0.011679188	-0.027423663	0.005823783	-0.09880402	0.042799924	0.028626284	-0.0033597627	-0.03826389
-0.019704096	-0.00465423	-0.0520221	-0.06250909	-0.110350795	0.028280726	0.052344404	0.02645971	-0.046474922	-0.07228585	0.039314117	-0.009973039	0.023292981	0.04581451	0.005495387	-0.036615856	-0.061754506	0.028182987	0.046507295	0.027744917	0.052232936	-0.02770786	-0.008335773	0.06325153	0.04696882	-0.039161325	-0.032318182	-0.00021209066	0.07815569	-0.024051582	0.0209178	0.021576632
0.015583426	-0.012345915	0.036519364	0.027318994	-0.16867141	-0.01664554	0.0024071757	-0.023626152	-0.08468846	0.09422386	0.058361746	0.04707347	0.024711624	0.012091206	0.019078674	-0.04584488	-0.10782559	0.11022275	0.08932978	0.012182792	0.055898692	0.028372804	-0.060874075	0.0022748557	0.024104353	-0.0039186697	0.044690095	-0.11589583	0.07253261	-0.038657762	0.017842522	0.034037035
-0.04711725	-0.044578303	0.04438085	0.043429162	-0.053396504	-0.026990207	0.08638781	-0.025335135	0.09263387	-0.053018082	0.04350534	0.062251393	-0.03254056	0.057303913	0.048686903	-0.10551456	-0.0211308	0.120885536	0.07032962	0.012165187	0.029425839	-0.02800773	-0.033017978	-0.03625823	0.090086	-0.050211985	-0.038090613	-0.08370498	0.11529751	-0.0030632273	-0.016591545	0.049359303
0.03988917	-0.0027827276	0.07626896	0.023131076	-0.0726145	-0.03808812	0.08682509	-0.07578194	-0.06718361	0.040093213	0.10073686	0.034252413	0.08914813	0.057342142	0.0011638689	-0.010145074	-0.03993983	-0.04713379	-0.021144133	-0.006144836	0.047774855	0.030172765	-0.025365585	-0.016831474	0.10482843	-0.027738055	0.0070873518	-0.04550177	0.081617415	-0.0064494847	-0.04723879	-0.025497451
-0.094946	-0.011801888	0.014986772	0.034854818	0.01901649	-0.007748143	0.036815923	-0.03264422	0.06341835	-0.035697863	0.08898853	0.093782924	-0.044084463	-0.009287099	-0.023831407	0.011047039	-0.044501416	0.06276	-0.045025337	0.039626203	0.09704297	0.0024361883	0.07419748	0.041568607	0.06335669	-0.021662321	0.06638076	-0.04323569	0.06310405	0.06227441	0.04958707	-0.017976647
